Country_Code,Country_Name,Year,age_dependency_ratio,agricultural_land,exports,fertility_rate,gdp_current,gdp_growth,labor_force,life_expectancy,manufacturing,natural_resources,primary_energy_consumption,population,Total.including.LUCF,deaths_air_pollute,Total.excluding.LUCF
ERI,Eritrea,1/1/01,91.64438404,74.57425743,81308766.97,5.306,752368495.5,8.755435528,1075435,58.298,67200141.47,4.514205353,1156.5769,2461927,5730000.019,232.79,5280000.21
ESP,Spain,1/1/01,46.02587181,59.21527722,1.74924E+11,1.23,6.2783E+11,3.933002765,18127539,79.36829268,99401443116,0.055623765,39003.945,40850412,348630004.9,21.74,367790008.5
EST,Estonia,1/1/01,47.99524492,20.99551781,3831095694,1.32,6254649539,6.003674251,666973,70.25853659,1003889535,2.201364163,41647.34,1388115,16700000.76,35.67,18120000.84
ETH,Ethiopia,1/1/01,100.6084121,30.6054,void,6.463,8231326016,8.301306321,29203264,51.043,475460169.6,18.14881277,304.5467,69018932,108389999.4,263.17,76540000.92
FIN,Finland,1/1/01,49.43460921,7.295052365,51507654130,1.73,1.29533E+11,2.610019124,2606649,77.96585366,30572313923,0.372098651,70776.586,5188008,59340000.15,10.33,74639999.39
FJI,Fiji,1/1/01,59.88810189,20.03284072,1007247650,2.999,1652464201,2.000000147,324952,66.34,226240446.3,1.073439839,9574.995,841320,-330000.0131,150.34,2210000.038
FRA,France,1/1/01,53.64747772,54.26422703,3.89407E+11,1.9,1.37766E+12,1.983721419,27705599,79.15853659,1.93291E+11,0.063393187,53298.863,61367388,444920013.4,19.58,511209991.5
GAB,Gabon,1/1/01,83.01092107,8.041522102,2726388955,4.417,5023265365,2.135233422,387112,61.27,127649226.6,27.10167086,9478.856,1306590,17139999.39,139.05,13979999.54
GBR,United Kingdom,1/1/01,52.9158382,70.07398834,4.20772E+11,1.63,1.64866E+12,2.157428178,29521902,77.99268293,2.04579E+11,0.96617437,45515.71,59119673,683349975.6,27.39,694260009.8
GEO,Georgia,1/1/01,53.87820219,43.21485106,787530921.4,1.57,3219488664,4.805453273,2052705,69.606,393777134.6,0.562731603,8959.572,4014373,8270000.458,133.42,11789999.96
GHA,Ghana,1/1/01,81.94433158,57.44729718,2404094095,4.794,5314909954,4.000000128,8727477,58.107,478500628.2,12.65427125,2073.1177,20195577,62799999.24,195.7,16920000.08
GIN,Guinea,1/1/01,97.83127891,57.300993,808614959.8,5.85,2829435957,3.658346471,2965192,52.662,106847831,12.08234436,1009.3095,8445717,23540000.92,256.88,12390000.34
GNB,Guinea-Bissau,1/1/01,91.75825936,23.88211238,83214529.48,5.63,392621385.9,2.188906815,398513,50.445,void,11.02701519,807.33746,1257380,3450000.048,303.65,1820000.052
GNQ,Equatorial Guinea,1/1/01,84.16329331,7.516934046,void,5.785,1461139022,63.37987543,234637,53.636,void,void,2574.472,719270,13189999.58,184.23,9359999.657
GRC,Greece,1/1/01,46.64567948,65.46159814,31063176225,1.25,1.36309E+11,4.131612253,4819343,78.38780488,13548015007,0.098954355,33961.258,10862132,117309997.6,44.65,118389999.4
GRD,Grenada,1/1/01,69.30606099,38.23529412,void,2.512,520444185.2,-2.023900041,void,73.118,23459777.78,0,8319.619,107936,2099999.905,66.67,2099999.905
GTM,Guatemala,1/1/01,89.52119396,45.01819709,5275584493,4.502,18405203853,2.332574866,4234323,67.946,3679163159,1.504519203,4133.946,11871565,33080001.83,164.28,19340000.15
GUY,Guyana,1/1/01,67.71751919,5.716134112,661420532,2.992,712167575.6,2.279521659,275127,64.788,19213029.2,12.91353051,8915.736,759809,12369999.89,127.1,3680000.067
HND,Honduras,1/1/01,83.20205551,26.2400572,3931303629,4.098,7651174661,2.723193273,2513802,69.006,1502578052,1.454503674,3886.9172,6837861,18799999.24,119.36,13420000.08
HRV,Croatia,1/1/01,49.21996577,21.06882244,8631397032,1.46,23259567778,3.074727625,1845629,74.51292683,3805012281,1.074068133,22525.654,4299642,25200000.76,68.42,26030000.69
HTI,Haiti,1/1/01,77.64519127,60.59506531,445213583.4,4.248,6331961555,-0.342747883,3217342,58.489,875083826.1,0.383295015,893.391,8511728,7570000.172,247.38,7510000.229
HUN,Hungary,1/1/01,46.23952933,65.44298148,34871552860,1.31,53749989092,4.074088033,4152274,72.24878049,10306407784,0.727600295,28198.975,10187576,75440002.44,76.45,73040000.92
IDN,Indonesia,1/1/01,54.70211961,25.40586806,62625875834,2.497,1.60447E+11,3.643466447,101677750,66.758,49344812539,8.124868946,5740.435,217112437,1018469971,132.68,680429992.7
IND,India,1/1/01,64.55324323,60.70483218,60963525504,3.303,4.85441E+11,4.823966264,399564210,63.091,74306559413,2.360233798,3469.8364,1078970907,1725859985,242.64,1719689941
IRL,Ireland,1/1/01,48.17254535,64.01509653,1.04125E+11,1.94,1.09347E+11,5.305820912,1898123,77.13414634,27609892081,0.062697149,47810.332,3866243,71169998.17,23.37,73290000.92
IRQ,Iraq,1/1/01,86.65638744,19.41148227,23613582831,4.837,36176430129,1.761480089,6063313,67.034,533967759.2,50.39915494,14176.43,25425663,169020004.3,154.03,169070007.3
ISL,Iceland,1/1/01,53.3033865,18.84289277,3042019192,1.95,8234846805,4.013497555,171255,80.6902439,1099009460,0,117792.88,284968,3230000.019,7.46,3259999.99
ISR,Israel,1/1/01,61.07389937,25.92421442,40929690658,2.92,1.34636E+11,0.334070643,2847056,79.40731707,20575685379,0.001041731,36424.152,6439000,73680000.31,37.34,73690002.44
ITA,Italy,1/1/01,48.86178181,52.42156379,2.99586E+11,1.25,1.16802E+12,1.951371556,23598179,80.12682927,2.00229E+11,0.111916226,36802.125,56974100,481260009.8,32.79,515969970.7
JAM,Jamaica,1/1/01,62.70677624,44.22899354,3270023893,2.173,9194717836,1.344929564,1167307,70.758,821761750.4,1.522379798,16699.781,2625405,9390000.343,47.55,11819999.69
JOR,Jordan,1/1/01,74.99815285,11.58204896,3781805360,3.853,8975599436,5.269957037,1200773,72.147,1153314528,0.10421812,12340.564,5163310,20979999.54,93.01,20979999.54
JPN,Japan,1/1/01,48.41404602,13.14951989,4.40831E+11,1.33,4.37471E+12,0.386103426,67626064,81.41707317,9.23927E+11,0.010688255,48662.785,127149000,1156680054,13.57,1254130005
KAZ,Kazakhstan,1/1/01,51.42066033,79.44793866,10166983108,1.9,22152694162,13.5,7610812,65.76,3643030535,20.12470226,27235.379,14858335,154410003.7,134.34,155929992.7
KEN,Kenya,1/1/01,91.01311603,47.15711424,2977896210,5.091,12986007426,3.779906498,12601492,54.508,1270023713,3.141620668,1461.258,31800343,49569999.69,156.02,34459999.08
KHM,Cambodia,1/1/01,73.40099868,27.70224337,2093243559,3.652,3984000517,8.148386098,5767446,59.966,668095067.4,2.530915634,769.4097,12338192,26899999.62,259.63,19389999.39
KIR,Kiribati,1/1/01,76.77692728,41.97530864,9891745.112,3.958,63101272.37,-1.470588235,void,64.655,2783231.613,0.037597947,1370.5415,90531,50000.00075,299.95,50000.00075
KWT,Kuwait,1/1/01,41.6169587,8.47362514,17900228236,2.715,34887512227,0.213332576,950644,76.891,2213237692,44.18627459,107600.51,1991674,72900001.53,75.86,72919998.17
LBN,Lebanon,1/1/01,57.62441491,58.45552297,2754228856,2.462,17649751244,3.839669278,1325524,74.365,1998673300,0.001535426,14693.647,4389200,20250000,73.01,20239999.77
LBR,Liberia,1/1/01,83.81638625,14.94622093,void,5.774,906000000,2.920274766,1326530,52.752,21524900,17.25229531,676.3977,2981648,14300000.19,213.19,870000.0048
LBY,Libya,1/1/01,57.75321873,8.780704048,9053049083,2.971,34110064452,-1.762838871,1677834,70.861,void,30.93103957,40686.832,5275916,106860000.6,78.36,106860000.6
LIE,Liechtenstein,1/1/01,40.32963337,43.125,void,1.52,2491822707,-0.733092455,void,79.27560976,void,0.008433566,,33376,250000,NA,219999.9988
LKA,Sri Lanka,1/1/01,50.78247042,37.49003349,5879570278,2.261,15749753805,-1.545408134,7689722,70.787,2223830056,0.196220474,2750.116,18911727,23069999.69,99.93,20559999.47
LSO,Lesotho,1/1/01,76.10357972,76.87747036,void,3.657,825706961.2,3.561582191,880444,46.849,169381491.7,3.612947199,1262.751,1999473,2269999.981,213.69,2269999.981
LTU,Lithuania,1/1/01,50.52750274,46.20293555,5396323694,1.29,12237388002,6.526108902,1658207,71.65853659,2110540354,0.928036931,25629.229,3470818,20190000.53,48.42,20090000.15
LUX,Luxembourg,1/1/01,48.7627949,49.71916441,31268767983,1.66,21387533703,3.074354999,192605,77.82439024,1952957801,0.018803836,90348.625,441525,9489999.771,22.31,10010000.23
LVA,Latvia,1/1/01,48.2179311,25.40697768,3177773674,1.22,8362398702,6.323508159,1098210,70.76097561,1137578912,2.080810831,17236.137,2337170,-2779999.971,70.85,11109999.66
MAR,Morocco,1/1/01,60.82007174,68.04839794,11131218818,2.715,39459581217,7.319967454,9872499,67.18,6645459285,0.206830934,4386.623,28930097,48470001.22,112.62,5.30E+07
MDA,Moldova,1/1/01,47.05658544,77.22019465,741151801.5,1.463,1480673594,6.100000413,1311489,66.787,228919933.5,0.215540988,7673.8516,2918135,10640000.34,126.73,11640000.34
MDG,Madagascar,1/1/01,92.01591914,70.23248616,1091486945,5.323,5438332738,5.980235764,7942253,58.57,void,2.78738586,563.0391,16709665,47630001.07,259.71,25309999.47
MDV,Maldives,1/1/01,73.89125593,33.33333333,void,2.519,870030468.6,-3.943634354,96232,72.181,void,0.005417992,8351.583,287324,579999.9833,99.95,579999.9833
MEX,Mexico,1/1/01,63.78814918,54.81108053,1.71521E+11,2.669,7.56706E+11,-0.404390127,38822947,73.867,1.366E+11,2.495684114,16252.367,99394288,464850006.1,61.76,530799987.8
MHL,Marshall Islands,1/1/01,85.41879643,66.66666667,31151900,void,122824000,6.826085172,void,void,3835500,0,,54413,140000.0006,148.06,140000.0006
MKD,North Macedonia,1/1/01,47.48129379,48.83995281,1083173739,1.735,3709637830,-3.067256625,834571,73.43658537,332553856.6,0.751452375,14134.944,2034882,11760000.23,184.65,11760000.23
MLI,Mali,1/1/01,98.25080031,32.18679058,912604229.6,6.852,3468337909,15.37623946,4355778,51.284,void,5.352611735,384.58038,11583824,21340000.15,217.76,21340000.15
MLT,Malta,1/1/01,47.31387534,31.25,4731660784,1.48,4355146428,-1.174796479,157941,78.84390244,689401888.8,0,50713.89,393028,2779999.971,32.8,2779999.971
MMR,Myanmar,1/1/01,57.10242216,16.73807265,void,2.783,6220270632,12.46773004,22642341,60.416,469682677.9,0.169794053,963.84076,46014826,201759994.5,309.8,73050003.05
MNE,Montenegro,1/1/01,49.08434439,38.28996283,445661830.6,1.854,1159869246,1.099838709,236007,74.06941463,134074870.1,0,,607389,39999.99911,107.42,4170000.076
MNG,Mongolia,1/1/01,60.17865426,84.09347425,638035524.4,2.195,1267997934,2.952710543,985310,63.279,104608152.8,5.685732415,17502.184,2472601,31340000.15,280.32,27239999.77
MOZ,Mozambique,1/1/01,89.77125235,47.90506625,995644781.6,5.778,5398568544,12.0868744,8387083,50.065,781284853.8,6.289182839,2172.341,18220716,86290000.92,221.51,21860000.61
MRT,Mauritania,1/1/01,88.51853975,38.52915494,445892461.3,5.38,1746064719,-0.799493816,709131,61.185,177075531.3,6.762426233,1906.2698,2761823,9779999.733,173.63,9380000.114
MUS,Mauritius,1/1/01,46.45357642,50.24630542,3136669951,1.91,4613630623,3.347540711,508818,71.76585366,924625789.2,0.011758942,13385.311,1196287,4500000,57.98,4420000.076
MWI,Malawi,1/1/01,96.78805459,51.2303776,void,5.993,1716502862,-4.974963848,5073264,45.895,180129697.4,9.877382264,581.9711,11498818,12140000.34,232.98,3700000.048
MYS,Malaysia,1/1/01,59.84036818,21.14442246,1.02436E+11,2.757,92783947368,0.517675319,9627564,73.344,27219473684,9.259947813,26586.07,23542517,262890014.6,65.23,164789993.3
NAM,Namibia,1/1/01,80.61811336,47.15227927,1460496759,3.827,3557333364,1.177948695,590864,51.26,342314384.6,0.634861422,7906.876,1856402,21309999.47,194.19,10750000
NER,Niger,1/1/01,98.55614197,29.99921055,329494480.9,7.695,2448714681,7.268134902,5006643,49.841,217193770.8,6.558662112,270.00186,12031430,21090000.15,285.88,19860000.61
NGA,Nigeria,1/1/01,86.9198309,72.84744337,20565929746,6.139,72797282065,5.917684652,43015209,47.619,10137283310,15.64573617,2013.8263,126152678,289500000,222.15,243070007.3
NIC,Nicaragua,1/1/01,75.85431032,43.00315772,1013628825,3.019,5323146566,2.960843427,1890616,67.215,726653505.7,1.148479001,3331.2754,5192764,36090000.15,101.07,12449999.81
NLD,Netherlands,1/1/01,47.62879769,56.95201422,2.73188E+11,1.71,4.31587E+11,2.326955087,8384016,78.1902439,56637820064,0.814450851,65422.44,16046180,208190002.4,31.3,2.07E+08
NOR,Norway,1/1/01,53.93798078,2.866576864,78221915767,1.78,1.73972E+11,2.074790394,2420368,78.78536585,15505076904,9.736780737,116304.64,4513751,25059999.47,14.76,47930000.31
NPL,Nepal,1/1/01,79.2019161,29.71049878,1355238095,3.763,6007055042,4.799892146,6132070,63.336,522571428.6,1.06061514,622.0788,24956071,23430000.31,262.45,27149999.62
NRU,Nauru,1/1/01,68.25783406,20,void,void,void,void,void,void,void,void,39953.254,10363,90000.00358,80.1,90000.00358
NZL,New Zealand,1/1/01,52.39801547,58.55455547,19087560690,1.97,53872425917,3.464327387,1975886,78.69268293,8183073832,1.751668723,58376.77,3880500,57060001.37,7.92,79879997.25
OMN,Oman,1/1/01,63.70346523,3.791922456,11559977633,3.69,19452000520,4.482802531,832989,73.808,1708570351,39.42677217,53264.89,2374653,42409999.85,171.83,42409999.85
PAK,Pakistan,1/1/01,84.86640007,47.9607721,10600274820,5.123,79484403985,3.554418216,46217130,62.421,8452696668,1.220366573,3109.8933,159217727,243289993.3,256.88,236220001.2
PAN,Panama,1/1/01,59.08006635,30.13720743,7768180900,2.72,12502013400,0.574272791,1295415,74.414,1303857900,0.124076228,22268.62,3061024,15779999.73,35.43,11380000.11
PER,Peru,1/1/01,63.74430636,18.26421875,8637724124,2.744,52030158775,0.617892326,12261413,71.041,8106952481,1.783579428,5446.493,27014909,125529998.8,57.71,60709999.08
PHL,Philippines,1/1/01,70.38942456,37.5088037,32480429837,3.718,78921234458,3.04923151,30525600,69.614,19976184480,0.404065987,3727.5513,79626086,140350006.1,131.15,137960006.7
PLW,Palau,1/1/01,45.21420725,9.347826087,void,void,156907900,6.440106949,void,void,5211600,0,void,19828,230000.0042,23.73,230000.0042
PNG,Papua New Guinea,1/1/01,73.72928301,2.230269841,2012832113,4.469,3081024212,-0.121288606,2401074,61.773,216667160.6,18.97876698,3037.2134,5698489,48319999.69,286.49,13819999.69
POL,Poland,1/1/01,44.89408486,58.07567991,51902098244,1.31,1.90905E+11,1.258569461,17667209,74.2,27763501795,0.777035639,26135.066,38248076,280730011,79.61,352130004.9
PRT,Portugal,1/1/01,48.63146508,42.11825137,33364915450,1.45,1.21604E+11,1.943672296,5335194,76.81463415,17848886214,0.115366307,28699.385,10362722,78639999.39,25,78050003.05
PRY,Paraguay,1/1/01,74.43072394,38.22084067,3452915687,3.431,8495806432,-0.834054717,2213643,69.9,1376899897,1.607574474,21277.064,5211541,89370002.75,69.4,32599998.47
QAT,Qatar,1/1/01,32.1101828,5.710594315,11556593407,3.181,17538461538,3.898186662,423723,75.263,6447118874,35.81173653,189988.27,678831,37540000.92,179.97,37540000.92
ROU,Romania,1/1/01,46.51012243,64.4203561,8929665187,1.27,40394824679,5.218136257,11455443,71.16097561,8895254809,3.515419969,19502.389,22131970,123190002.4,98.47,125879997.3
RWA,Rwanda,1/1/01,91.13200522,70.89582489,142952952.4,5.844,1965500949,8.484519453,2797990,49.021,178098064.5,5.3737254,347.05887,8223941,5309999.943,254.01,2630000.114
SAU,Saudi Arabia,1/1/01,61.77118408,80.84467993,72980533333,3.91,1.84137E+11,-1.210743863,7333273,72.974,18454815733,33.89591788,64399.926,22085929,351279998.8,147.79,351279998.8
SDN,Sudan,1/1/01,88.79599771,55.59469697,1714427329,5.327,15716489370,6.500360534,7475648,58.562,1013053382,5.986677248,1239.9237,26947253,95620002.75,229.78,74150001.53
SEN,Senegal,1/1/01,89.44185716,45.70196852,1151929244,5.412,6507824767,4.310851466,2803673,57.564,1365599481,2.082155306,2183.0105,9938027,23909999.85,187.96,17540000.92
SGP,Singapore,1/1/01,34.09650576,1.791044776,1.6423E+11,1.41,89794943350,-1.070862751,2220181,78.25121951,21007255679,0.000402379,122068.87,4138012,54740001.68,33.65,54790000.92
SLB,Solomon Islands,1/1/01,84.96262075,2.750982494,71807502.84,4.692,409507389.2,-7.9566061,214134,67.364,void,5.624658078,2508.6143,440395,2250000,493.66,550000.0119
SLE,Sierra Leone,1/1/01,89.85245586,41.58381823,85492032.32,6.305,1090467712,-6.345455153,1761890,45.661,38682509.18,8.052308341,484.6953,4857096,6460000.038,266.18,3109999.895
SLV,El Salvador,1/1/01,72.03206963,65.69015444,3071774700,2.977,12282533600,0.87961366,2300837,69.598,2364184800,0.485786941,5098.644,5988095,11850000.38,68.87,10760000.23
SOM,Somalia,1/1/01,99.31997274,70.25058182,void,7.582,void,void,1646823,50.74,void,void,332.43317,9070747,43099998.47,310.02,25739999.77
SRB,Serbia,1/1/01,45.63935929,40.44134461,2681201309,1.58,12960538724,6.878774765,3481070,72.23414634,3214506147,1.482981555,,7503433,26159999.85,145.42,61750000
SSD,South Sudan,1/1/01,98.08507976,void,void,7.369,void,void,2420571,46.881,void,void,,6394431,60360000.61,199.55,52209999.08
STP,Sao Tome and Principe,1/1/01,87.88602847,53.125,void,5.131,75951210.69,void,45993,62.032,6120480.429,2.978517817,1865.8683,146258,79999.99821,209,70000.0003
SUR,Suriname,1/1/01,59.1391881,0.551282051,void,2.868,834279357.8,4.200000421,157994,65.482,106509174.3,11.45640022,16939.615,487394,6599999.905,91.62,2799999.952
SVN,Slovenia,1/1/01,42.57035442,25.32274081,10802787759,1.21,20876309970,3.216560335,969299,75.75853659,4578140178,0.197812499,41459.707,1992060,7190000.057,46.47,18709999.08
SWE,Sweden,1/1/01,54.97653565,7.497182327,1.04038E+11,1.57,2.42396E+11,1.449498618,4558776,79.79512195,46582277256,0.322314682,77094.32,8895960,55279998.78,10.62,66819999.69
SWZ,Eswatini,1/1/01,84.77310471,71.1627907,1141012626,3.9,1542477309,1.054764906,308720,45.975,528535828.4,3.457685057,6071.866,1041396,2069999.933,215.83,2190000.057
SYC,Seychelles,1/1/01,52.74156838,8.695652174,521402304.7,1.98,622262057.2,-2.271163035,void,73.25365854,111788305.6,0.100866293,49775.703,81202,409999.9964,40.27,409999.9964
TCD,Chad,1/1/01,107.2462868,38.85800508,250908652.5,7.231,1710843361,11.65813465,2987408,47.85,157593551.7,8.365047766,116.015,8538804,50590000.15,282.27,33110000.61
TGO,Togo,1/1/01,83.67766928,62.87920574,429265411.4,5.23,1482437752,0.823438749,1725346,54.86,117969654.6,6.648619423,794.4011,5145426,5070000.172,222.26,4110000.134
THA,Thailand,1/1/01,42.41997114,38.81070289,76088350937,1.588,1.20296E+11,3.44424901,35667411,72.613,33474620712,1.509257417,12293.458,63649892,228770004.3,76.25,261700012.2
TJK,Tajikistan,1/1/01,83.22615045,32.67362103,736447179.8,3.884,1080768907,9.580836178,1669397,64.057,void,0.837726675,9605.366,6408810,6289999.962,221.2,6639999.866
TKM,Turkmenistan,1/1/01,68.18290672,75.543166,1466666667,2.791,3534803922,4.343845714,1568672,65.156,491078431.4,87.57734954,32628.65,4635094,89500000,125.26,89660003.66
TON,Tonga,1/1/01,77.16934169,41.66666667,23631258.94,4.072,181116952.8,3.748925693,36965,69.127,15174637.24,0.033483632,3823.2922,103210,230000.0042,99.61,230000.0042
TTO,Trinidad and Tobago,1/1/01,43.33394012,11.69590643,void,1.746,8824873259,4.168523982,610493,69.646,void,10.10384293,95789.445,1338567,17079999.92,68.63,16940000.53
TUN,Tunisia,1/1/01,53.18081136,61.14186406,9447973865,1.997,22066031834,3.796271662,3332508,73.816,3652046987,2.851807257,9892.748,9995123,29639999.39,88.67,30950000.76
TUV,Tuvalu,1/1/01,71.98784412,56.66666667,void,3.744,13965035.69,0,void,63.543,100755.1464,0,0,9621,19999.99955,103.38,19999.99955
TZA,Tanzania,1/1/01,90.05304392,38.49627455,1878651441,5.665,13581644246,6.070808288,16955480,53.161,1285589088,4.043982084,568.7673,35414469,103580001.8,190.95,47500000
UGA,Uganda,1/1/01,111.4765442,63.11996397,672714062,6.81,5840503869,5.183661126,8537792,49.006,412455727.6,12.46439317,426.15067,24763325,35110000.61,225.68,19219999.31
UKR,Ukraine,1/1/01,45.02127708,71.43350306,19909904879,1.078,39309580983,8.800000004,23064790,67.83707317,6421138847,4.559498461,32281.635,48662400,342820007.3,100.1,366970001.2
URY,Uruguay,1/1/01,59.95804476,85.48737287,3511970186,2.132,20898788417,-3.844129949,1539514,75.285,2648794859,0.216877825,15946.608,3300939,21930000.31,22.35,31899999.62
USA,United States,1/1/01,50.5622594,45.2900702,1.02681E+12,2.0305,1.05819E+13,0.954338729,147200478,76.83658537,1.47293E+12,0.90293323,90772.19,284968955,6335100098,25.78,6736029785
UZB,Uzbekistan,1/1/01,68.62682929,62.6848141,3383383875,2.46,11401421329,4.16383825,9865497,66.087,void,28.38849671,23824.65,24964450,164220001.2,234.16,175830001.8
VNM,Vietnam,1/1/01,58.11948227,30.48313993,17997102321,2.051,32685198735,6.192893312,40501911,72.647,void,7.839021937,3032.4685,79817777,157690002.4,138.55,139350006.1
VUT,Vanuatu,1/1/01,86.68245772,14.52009844,97899354.84,4.444,257926881.7,-3.397582489,78286,69.037,11595698.92,0.755674112,2158.8423,197034,550000.0119,279.92,550000.0119
WSM,Samoa,1/1/01,83.71125854,16.96113074,void,4.465,266299591.5,7.390129062,59942,71.019,53516370,0.53730979,5352.6963,185530,569999.9928,166.67,460000.0083
ZAF,South Africa,1/1/01,62.40665773,80.79614868,35694721925,2.373,1.3543E+11,2.7,18895839,57.261,25781677229,4.258644152,25228.533,47229714,414369995.1,126.55,407959991.5
ZMB,Zambia,1/1/01,101.5295498,30.34073636,1028111856,5.862,4094480988,5.316868274,3115207,46.019,371855326.9,6.916776521,2997.7124,10191964,52279998.78,225.33,25329999.92
ZWE,Zimbabwe,1/1/01,81.25248422,39.39511439,2369300000,3.954,6777384700,1.439615396,4554987,41.957,890912400,4.049691371,4614.9575,11910978,42669998.17,161.84,31709999.08
AFG,Afghanistan,1/1/02,109.3471569,57.8829554,void,7.339,3854235264,void,4924226,56.454,725473152.4,1.024958464,210.86215,21000256,15010000.23,386.45,14890000.34
AGO,Angola,1/1/02,94.87001741,38.55900537,8725781182,6.567,15285594828,13.66568876,7285806,47.386,559731834.5,27.6698307,2143.528,17516139,105160003.7,221.77,60209999.08
ALB,Albania,1/1/02,57.68699621,41.60583942,910729685,2.036,4348068242,4.53652416,1308103,75.89,176816057.5,0.760866015,9443.555,3051010,7630000.114,99.31,8750000
AND,Andorra,1/1/02,38.39046782,48.61702128,void,void,1755910032,4.546362214,void,void,60370788.63,0,void,70849,600000.0238,16.48,600000.0238
ARE,United Arab Emirates,1/1/02,27.36291326,7.969586032,54362695711,2.54,1.09816E+11,2.43345681,2163031,74.901,14345813479,15.46396125,162836.45,3633655,125400001.5,181.73,125400001.5
ARG,Argentina,1/1/02,60.25456027,47.0312677,27736610298,2.493,97724004252,-10.89448483,16474698,74.408,19884659445,5.815337411,17273.844,37885028,375630004.9,33.78,280480011
ARM,Armenia,1/1/02,53.67935286,48.85844749,661384145.8,1.525,2376335048,13.2,1430826,71.018,void,0.591149485,8911.608,3105037,5900000.095,119.37,5769999.981
ATG,Antigua and Barbuda,1/1/02,52.35153644,20.45454545,746740740.7,1.94,814381481.5,1.02744197,void,75.536,14800000,0,29660.344,77195,699999.9881,38.25,699999.9881
AUS,Australia,1/1/02,49.08604623,58.1856996,82035370448,1.756,3.95581E+11,3.993589865,9837966,79.93658537,41729803265,2.73476829,68892.79,19495210,652950012.2,7.62,619280029.3
AUT,Austria,1/1/02,47.16863663,35.16965584,97162437618,1.39,2.14395E+11,1.651553922,3971245,78.67804878,38005312368,0.161825581,50254.645,8081957,78169998.17,28.51,84330001.83
AZE,Azerbaijan,1/1/02,53.88894884,57.43179452,2666940959,1.8,6235856820,9.438916269,4204886,66.239,463382020.2,25.49161853,14981.8545,8171950,35439998.63,143.88,37250000
BDI,Burundi,1/1/02,98.16375652,71.41744548,38676369.53,6.819,825394490.2,4.446519412,2877511,49.891,91509292.41,24.30142546,200.19261,6648938,5480000.019,276.1,1950000.048
BEL,Belgium,1/1/02,52.5222714,45.87516513,1.83016E+11,1.65,2.58384E+11,1.706884585,4365043,78.07560976,43394458525,0.023766904,70828.99,10332785,128350006.1,29.7,131360000.6
BEN,Benin,1/1/02,92.67477539,29.8421426,827401688.6,5.777,4194342849,4.643030871,2939918,56.606,656120890.4,3.388337606,1204.5461,7431783,18350000.38,233.57,7530000.21
BFA,Burkina Faso,1/1/02,95.72001726,39.36403509,321134590.1,6.339,3622350204,4.35296383,5187760,51.272,537961897.2,5.728161545,392.52432,12632269,32540000.92,236.96,16090000.15
BGD,Bangladesh,1/1/02,67.52426195,71.85219329,6791241511,3.084,54724081491,3.83312394,49645747,66.612,7835086192,0.758870103,1196.5979,134139826,146800003.1,236.01,124199996.9
BGR,Bulgaria,1/1/02,47.09546388,48.94301471,5519115551,1.23,16402846413,5.871931433,3393905,71.86585366,void,0.455641574,27514.691,7837161,33909999.85,132.23,57450000.76
BHR,Bahrain,1/1/02,44.06027891,12.95774648,6956117021,2.69,9593510638,3.348550668,360155,76.088,void,16.98570073,165096.56,748324,27479999.54,164.48,27489999.77
BIH,Bosnia and Herzegovina,1/1/02,43.78809258,41.46484375,1286945621,1.23,6728771319,5.027444207,1467568,74.612,626685659.3,0.870264498,15402.803,4198410,18860000.61,126.78,18510000.23
BLR,Belarus,1/1/02,46.10087137,44.4956096,9285958124,1.24,14594249023,5.04526748,4874607,68.05609756,3789893914,1.793321358,25309.945,9865548,52529998.78,103.78,77029998.78
BLZ,Belize,1/1/02,75.54706734,6.663743972,542500000,3.465,1233000000,5.113043478,93480,68.752,106690200,0.285895527,10042.477,255987,4239999.771,69.35,939999.9976
BOL,Bolivia,1/1/02,75.01563731,34.44198283,1710308633,3.802,7905485146,2.485565738,3898322,63.306,1030513333,4.340088369,4571.173,8900583,96389999.39,104.61,34340000.15
BRA,Brazil,1/1/02,52.56231458,27.3423154,72545957506,2.103,5.09789E+11,3.053461859,84252466,70.41,62994413539,2.785950224,12730.618,180476685,1932790039,54.5,820650024.4
BRB,Barbados,1/1/02,48.7021938,39.53488372,1211100000,1.793,3106500000,0.787401575,143335,74.366,234100000,0.208690648,26331.5,266455,3700000.048,41.36,3710000.038
BTN,Bhutan,1/1/02,68.59386192,14.57286432,128202190.9,3.078,520849551.5,10.99228184,275240,64.078,39835182.06,3.571697964,9810.103,619048,-5739999.771,195.43,860000.0143
BWA,Botswana,1/1/02,69.88124316,45.60549115,2836767913,3.181,5438857107,6.06953088,645728,50.632,329435190.7,0.909346565,8817.649,1795130,57229999.54,205.61,15920000.08
CAF,Central African Republic,1/1/02,90.98207883,8.265112845,158999425.1,5.836,996068183.7,3.616542192,1505203,45.409,void,11.41282823,373.5856,3930648,48189998.63,331.67,18690000.53
CAN,Canada,1/1/02,45.46660242,6.925478412,3.04706E+11,1.51,7.60649E+11,3.018050512,17068694,79.4902439,1.19491E+11,2.356945633,117915.38,31360079,959309997.6,13.72,657760009.8
CHE,Switzerland,1/1/02,47.75068574,39.45903547,1.50196E+11,1.39,3.09301E+11,-0.073217084,4103899,80.38536585,58018396638,0.017448039,49782.92,7284753,50369998.93,19.08,52709999.08
