Index,Country_Code,Country_Name,Year,age_dependency_ratio,agricultural_land,fertility_rate,GDP,labor_force ,life_expectancy,natural_resources_rents,energy_consumption_per_capita  ,population ,GHG_with_LUCF  ,deaths_air_pollute,GHG_without_LUCF  
1012,CYP,Cyprus,1/1/94,52.57,15.52,2.17,7425703929,378757,74.72,0.01,28103.86,844444,6849999.91,67.44,6920000.08
1013,CZE,Czechia,1/1/94,47.54,55.44,1.44,47850203856,5143883,72.97,0.73,45195.5,10333587,139449996.9,83.81,148889999.4
1014,DEU,Germany,1/1/94,46.26,49.58,1.24,2.21E+12,39633067,76.27,0.06,48888.08,81438348,986380004.9,41.99,1037319946
1015,DNK,Denmark,1/1/94,48.31,67.28,1.81,1.56E+11,2775171,75.38,0.33,47576.79,5206180,80069999.69,39.79,79720001.22
1016,DOM,Dominican Republic,1/1/94,70.29,52.7,3.16,14644711385,2762003,68.79,0.79,5550.85,7723934,13569999.69,59.57,20819999.69
1017,ECU,Ecuador,1/1/94,71.73,29.36,3.46,22708673337,4510027,70.76,6.5,8840.83,11347652,81489997.86,50.37,44909999.85
1018,FIN,Finland,1/1/94,49.49,7.92,1.85,1.03E+11,2491507,76.4,0.54,68518.14,5088333,43209999.08,15.39,74330001.83
1019,FJI,Fiji,1/1/94,69.07,22.26,3.27,1825763268,291979,66.13,1.55,6704.4,790803,-660000.03,154.78,1870000.01
1020,FRA,France,1/1/94,52.88,55.16,1.73,1.39E+12,26472563,77.65,0.07,49172.93,59327585,456820007.3,24.11,481649993.9
1021,GAB,Gabon,1/1/94,91.39,7.88,5.04,4190819314,316761,60.7,27.73,11872.55,1093611,15949999.81,160.89,12310000.42
1022,GBR,United Kingdom,1/1/94,54.52,71.96,1.74,1.14E+12,28764406,76.89,0.56,44021.52,57865745,703469970.7,39.65,715940002.4
1023,GHA,Ghana,1/1/94,93.74,56.69,5.19,5444560669,7108593,56.11,13.65,1972.84,17040854,23139999.39,198.34,13060000.42
1024,GIN,Guinea,1/1/94,92.57,57.17,6.41,3383092828,2609449,49.17,13,757.45,7262112,20829999.92,274.31,9829999.92
1025,GNB,Guinea-Bissau,1/1/94,103.35,21.78,6.26,235620043.5,335946,48.16,19.01,1208.45,1089617,3289999.96,329.47,1519999.98
1026,GTM,Guatemala,1/1/94,94.28,42.11,5.19,12983235568,3464549,63.73,1.39,2964.76,10037522,30280000.69,217.61,13699999.81
1027,GUY,Guyana,1/1/94,66.68,5.58,3.07,540874934.2,283581,63.37,32.93,6071.68,749546,10220000.27,139.9,3220000.03
1028,HND,Honduras,1/1/94,92.7,31.46,4.89,4642280682,2045671,66.57,2.27,3140.94,5652934,18129999.16,115.02,12239999.77
1029,HTI,Haiti,1/1/94,84.28,57.87,4.99,2167564195,2841077,54.65,1.19,388.8,7486091,5139999.87,286.66,5070000.17
1030,IDN,Indonesia,1/1/94,61.2,23.17,2.84,1.77E+11,86489462,64.86,4.99,4102.26,194928533,1302699951,149.04,552090026.9
1031,IND,India,1/1/94,70.19,60.98,3.72,3.27E+11,322025247,60.22,2.04,2916.78,945261958,1158479980,261.26,1375479980
1032,IRQ,Iraq,1/1/94,91.18,21.38,5.53,3991349283,4789570,66.74,66.58,17402.08,20248073,132160003.7,165.08,132289993.3
1033,ITA,Italy,1/1/94,45.4,53.39,1.21,1.10E+12,23079356,77.92,0.06,32712.92,56843400,432420013.4,42.2,466929992.7
1034,JAM,Jamaica,1/1/94,73.06,46.17,2.94,5452564385,1117568,71.74,4.41,14217.12,2484182,10420000.08,61.43,10050000.19
1035,JOR,Jordan,1/1/94,78.89,12.15,4.81,6236295978,981184,70.7,0.06,12516.94,4278166,23659999.85,105.44,23659999.85
1036,JPN,Japan,1/1/94,43.62,15.18,1.5,5.00E+12,66928602,79.69,0.02,45380.57,125178000,1185979980,17.41,1261689941
1037,KEN,Kenya,1/1/94,100.68,47.85,5.45,7148145376,9892867,56.27,6.34,1455.7,26133744,29350000.38,159.03,33680000.31
1038,KHM,Cambodia,1/1/94,93.62,25.89,5.05,2791435272,4690509,56.04,6.74,205.51,10636353,24700000.76,295.29,16000000
1039,LBN,Lebanon,1/1/94,66.34,59.34,2.87,9599127050,1108224,71.68,0.01,12784.61,3888144,13199999.81,89.96,13189999.58
1040,LKA,Sri Lanka,1/1/94,57.48,37.04,2.34,11717604209,7236297,72.88,0.34,2099.16,18094474,31250000,110.29,26600000.38
1041,MAR,Morocco,1/1/94,71.9,69.38,3.47,35604137423,8244995,64.35,0.4,3986.57,26201551,37130001.07,123.87,42029998.78
1042,MEX,Mexico,1/1/94,70.23,54.63,3.13,5.28E+11,33098097,71.28,2.08,16177.36,88314424,491880004.9,79.37,467339996.3
1043,MKD,North Macedonia,1/1/94,51.01,50.96,2.22,3559607241,828526,71.69,0.49,14346.74,1982458,12189999.58,190.5,12189999.58
1044,MLT,Malta,1/1/94,49.9,40.63,1.84,2998570147,145950,76.5,0,26794.08,374797,2759999.99,40.38,2759999.99
1045,MNG,Mongolia,1/1/94,75.68,76.56,2.95,925817092.2,851422,60.41,11.88,19678.45,2301510,31329999.92,261.45,26979999.54
1046,MOZ,Mozambique,1/1/94,87.91,45.95,5.96,2796549978,7028376,45.61,13.45,387.16,14912873,85360000.61,240.9,20379999.16
1047,MRT,Mauritania,1/1/94,89.26,38.55,5.92,1944876755,598239,60.34,3.3,5951.33,2315191,7349999.91,205.84,6949999.81
1048,MUS,Mauritius,1/1/94,51.31,51.72,2.25,3558137040,476146,70.16,0.02,8419.9,1112846,2700000.05,68.81,2720000.03
1049,MYS,Malaysia,1/1/94,64.69,21.28,3.36,74478356958,7753453,72.16,14.39,18568.72,19588703,225190002.4,80.06,108470001.2
1050,NAM,Namibia,1/1/94,83.34,47.07,4.67,3666501464,496324,59.85,0.57,3863.08,1558449,19940000.53,195.44,9359999.66
1051,NER,Niger,1/1/94,96.03,27.63,7.79,1938058161,3989520,44.71,7.62,412.98,9493324,20790000.92,318.45,14970000.27
1052,NGA,Nigeria,1/1/94,89.72,71.59,6.32,33833042988,35674973,45.51,21.62,2067.14,105456121,290320007.3,233.75,241789993.3
1053,NIC,Nicaragua,1/1/94,88.11,35.07,3.94,3863185119,1496307,65.18,1.62,2642.17,4625260,29680000.31,100.09,10029999.73
1054,NLD,Netherlands,1/1/94,46.12,58.38,1.57,3.79E+11,7390794,77.38,0.29,61031.96,15382838,213449996.9,39.84,211979995.7
1055,NOR,Norway,1/1/94,54.79,2.82,1.87,1.27E+11,2177459,77.69,4.99,110561.13,4336613,33099998.47,19.87,48150001.53
1056,NPL,Nepal,1/1/94,81.56,29.23,4.91,4066775510,5287739,58.55,1.2,350.82,21794751,21940000.53,312.34,22879999.16
1057,NZL,New Zealand,1/1/94,52.77,57.41,2,55314732279,1784827,76.88,1.47,57195.76,3620000,46409999.85,10.7,72300003.05
1058,PAK,Pakistan,1/1/94,92.09,46.43,6.01,52293456906,35265550,60.12,0.8,3012.74,129245139,197220001.2,256.02,189169998.2
1059,PAN,Panama,1/1/94,64.5,28.72,2.88,9365289800,1055441,72.1,0.19,22311.54,2661385,15560000.42,44.47,9550000.19
1060,PER,Peru,1/1/94,71.29,17.46,3.43,44882079767,9076469,67.23,3.01,5124.43,23983258,107160003.7,84.65,47279998.78
1061,PNG,Papua New Guinea,1/1/94,77.76,1.98,4.87,5502786070,1850584,60.76,20.4,2549.15,4451694,41950000.76,289.16,11979999.54
1062,PRY,Paraguay,1/1/94,82.41,36.55,4.2,7870982005,1846884,68.82,2.24,19630.53,4495301,71610000.61,83.09,28770000.46
1063,ROU,Romania,1/1/94,48.9,64.48,1.4,30074440483,12185144,69.51,2.72,22306.18,22730211,151830001.8,126.24,151110000.6
1064,RWA,Rwanda,1/1/94,107.56,60.19,6.41,753636370.5,2094465,14.1,16.24,500.76,6732665,4949999.81,329.1,2039999.96
1065,SAU,Saudi Arabia,1/1/94,72.36,64.1,5.14,1.35E+11,5775243,70.71,28.92,63132.1,18367528,289299987.8,149.24,289299987.8
1066,SDN,Sudan,1/1/94,101.26,53.92,5.87,12794192334,6072440,56.64,0.09,918.1,22703631,81690002.44,270.24,60409999.85
1067,SGP,Singapore,1/1/94,36.37,1.79,1.71,73690847191,1719087,76.2,0,108498.16,3419048,46619998.93,47.16,46669998.17
1068,SLE,Sierra Leone,1/1/94,88.88,38.93,6.56,911915970.7,1581884,42.93,11.36,719.29,4314953,7079999.92,278.61,3640000.11
1069,SLV,El Salvador,1/1/94,79.2,66.17,3.66,7679384000,2126860,65.84,0.57,3503.34,5693038,10199999.81,94.65,9109999.66
1070,SWE,Sweden,1/1/94,57.07,8.24,1.88,2.29E+11,4472766,78.65,0.36,73943.02,8780745,75489997.86,13.91,73620002.75
1071,SWZ,Eswatini,1/1/94,97.38,71.05,4.62,1419293455,272932,58.27,4.06,4673.88,953737,2069999.93,192.71,2160000.09
1072,TCD,Chad,1/1/94,105.59,38.45,7.31,1179837955,2455715,46.45,12.2,110.72,6592998,34180000.31,276.7,24670000.08
1073,TGO,Togo,1/1/94,89.71,59.75,5.75,982624324.5,1351323,54.04,11.11,796.35,4092612,5949999.81,232.44,3240000.01
1074,THA,Thailand,1/1/94,47.19,41.34,1.95,1.47E+11,31715645,71.23,0.56,9380.17,58610010,227750000,103.4,213389999.4
1075,TJK,Tajikistan,1/1/07,70.24,33.79,3.37,3719506173,1939343,67.22,0.85,8899.64,7188391,8289999.96,204.71,8649999.62
1076,TKM,Turkmenistan,1/1/08,54.13,73.1,2.71,19271523179,1756636,67.41,63.16,27853.56,5100083,131740005.5,114.89,131899993.9
1077,TON,Tonga,1/1/94,81.25,44.44,4.5,195990986.2,35681,68.01,0.06,5157.57,99731,259999.99,109.04,259999.99
1078,TUN,Tunisia,1/1/94,66.86,59.75,2.86,15632463424,2862078,71.62,2.97,7582.72,9143141,22530000.69,86.15,23440000.53
1079,TZA,Tanzania,1/1/94,94.19,36.89,5.93,4510846968,13927382,50.8,11.61,486.21,29598323,99959999.08,215.23,41590000.15
1080,UGA,Uganda,1/1/94,106.37,60.57,6.93,3990430447,7137229,46.35,19,354.22,20125021,31329999.92,229.27,15300000.19
1081,UKR,Ukraine,1/1/94,51.67,72.26,1.47,52543387167,24130510,67.54,2.03,36821.68,51921400,471119995.1,113.77,519559997.6
1082,URY,Uruguay,1/1/94,58.76,85.33,2.42,17474647792,1393814,73.73,0.38,12793.77,3189945,19049999.24,29.3,32279998.78
1083,VUT,Vanuatu,1/1/94,93.88,13.13,4.82,233701301.5,63976,67.74,0.87,1270.74,166560,550000.01,301.9,550000.01
1084,ZAF,South Africa,1/1/94,75.89,80.18,3.26,1.54E+11,16452296,62.61,4.39,24713.63,43267982,348230011,107.77,341459991.5
1085,ZMB,Zambia,1/1/94,104.73,28.89,6.27,3656647744,2575973,45.85,5.47,3649.36,8474216,58900001.53,237.62,26809999.47
1086,ZWE,Zimbabwe,1/1/94,98.12,35.47,4.27,6890675000,3871382,52.59,9.49,4898.54,10858594,39979999.54,152.93,29379999.16
1087,ARG,Argentina,1/1/95,62.97,46.79,2.86,2.58E+11,15197489,73.13,1.27,17976.91,34946110,308140014.6,42.93,262790008.5
1088,AUS,Australia,1/1/95,50.17,60.32,1.82,3.68E+11,8978386,77.83,2.05,64117.03,18004882,557979980.5,10.84,503549987.8
1089,AUT,Austria,1/1/95,49.11,36.13,1.42,2.41E+11,3881434,76.67,0.11,46183.12,7948278,64080001.83,39.36,77550003.05
1090,AZE,Azerbaijan,1/1/95,64.5,53.94,2.29,2417355840,4002559,62.31,21.74,20362.68,7684850,39909999.85,178.37,41479999.54
1091,BDI,Burundi,1/1/95,106.68,79.32,7.18,1000428394,2628505,44.06,24.03,316.68,5932783,7309999.94,318.22,1799999.95
1092,BEL,Belgium,1/1/95,51.33,45.55,1.56,2.88E+11,4202026,76.84,0.02,66578.13,10136811,133139999.4,39.59,137059997.6
1093,BEN,Benin,1/1/95,95.76,22.35,6.31,2169627251,2375000,55.3,9.14,681.85,6046511,20030000.69,253.05,4480000.02
1094,BFA,Burkina Faso,1/1/95,101.78,34.54,6.81,2379518099,4443793,49.45,13.84,291.54,10353263,27340000.15,243,13810000.42
1095,BGD,Bangladesh,1/1/95,77.91,72.01,3.61,37939748769,41130071,59.47,0.46,909.29,117793338,128570007.3,246.05,105830001.8
1096,BHR,Bahrain,1/1/95,53.5,12.68,3.13,5849467819,269157,73.8,17.26,135597.83,612934,19739999.77,194.09,19739999.77
1097,BIH,Bosnia and Herzegovina,1/1/95,51.95,42.48,1.68,1866572954,1224112,70.28,0.85,14646.12,3750527,9550000.19,155.77,6280000.21
1098,BLR,Belarus,1/1/95,52.01,46.03,1.41,13972676841,4725255,68.46,2.29,23964.2,10193831,52099998.47,105.36,84959999.08
1099,BLZ,Belize,1/1/95,87.18,6.4,3.95,818500000,67150,69.89,0.64,7869.03,203556,12689999.58,69.87,6059999.94
1100,BOL,Bolivia,1/1/95,79.16,33.79,4.41,6715220486,3315761,59.53,5.06,4626.54,7841471,111419998.2,148.85,29670000.08
1101,BRA,Brazil,1/1/95,60.44,27.26,2.58,7.69E+11,70502975,67.92,1.14,11702.09,163515328,1724550049,73.89,676200012.2
1102,BRB,Barbados,1/1/95,51.34,44.19,1.73,2216974096,137944,73.3,0.26,21489.18,262303,3359999.9,49.59,3359999.9
1103,BTN,Bhutan,1/1/95,79.17,14.2,4.62,290464801.1,218800,59.52,6.12,8379.91,527536,-5719999.79,229.32,870000
1104,BWA,Botswana,1/1/95,84.36,45.78,3.8,4730611067,518448,55.06,2.32,7197.26,1543634,54759998.32,205.69,13479999.54
1105,CHE,Switzerland,1/1/95,47.85,40.02,1.48,3.53E+11,3887534,78.42,0.02,48874.76,7040687,51169998.17,28.33,52630001.07
1106,CHL,Chile,1/1/95,55.65,20.62,2.3,73447063319,5759220,74.61,6.56,16108.68,14416796,39000000,49.83,56169998.17
1107,CIV,Cote d'Ivoire,1/1/95,92.2,62.26,6.09,11000146839,5104513,51.61,5.15,1649.68,14299727,81500000,256.92,20870000.84
1108,CMR,Cameroon,1/1/95,98.85,19.38,5.96,10864773037,5844753,53.22,8.74,1690.05,13211647,132570007.3,206.46,78480003.36
1109,COL,Colombia,1/1/95,63.78,40.12,2.86,92507279383,15968712,69.93,3,9109.91,35970101,232179992.7,74.21,139330001.8
1110,CRI,Costa Rica,1/1/95,64.59,40.11,2.8,11578594260,1370420,76.55,2.91,8610.15,3572856,12529999.73,40.89,10039999.96
1111,CUB,Cuba,1/1/95,45.05,62.23,1.47,30429803651,4379516,74.62,1.06,11120.69,10926703,27809999.47,50.48,38590000.15
1112,CYP,Cyprus,1/1/95,52.2,15.49,2.03,9933133247,388178,75.13,0.01,29255.7,862418,6739999.77,65.29,6809999.94
1113,CZE,Czechia,1/1/95,46.69,55.39,1.28,60147174077,5166080,73.07,0.74,47151.67,10327253,139389999.4,81.91,148820007.3
1114,DEU,Germany,1/1/95,46.42,49.68,1.25,2.59E+12,39488772,76.42,0.06,48996.98,81678051,982020019.5,39.96,1032969971
1115,DNK,Denmark,1/1/95,48.46,68.15,1.8,1.85E+11,2793251,75.21,0.31,46534.89,5233373,76910003.66,38.64,76569999.69
1116,DOM,Dominican Republic,1/1/95,69.69,53.32,3.1,16637370839,2840318,68.99,1.14,5880.61,7869753,14079999.92,57.42,21329999.92
1117,ECU,Ecuador,1/1/95,71.09,29.29,3.4,24432884442,4617573,71.04,7.54,8201.07,11561683,83970001.22,47.16,47389999.39
1118,ESP,Spain,1/1/95,46.63,59.5,1.16,6.15E+11,16540581,77.98,0.07,30627.23,39724050,260739990.2,24.19,303380004.9
1119,FIN,Finland,1/1/95,49.81,7.37,1.81,1.34E+11,2469675,76.41,0.48,65060.12,5107790,39229999.54,14.78,70349998.47
1120,FJI,Fiji,1/1/95,67.84,21.94,3.27,1970347721,294492,66.29,1.5,7198.56,792246,-600000.02,155.06,1940000.06
1121,FRA,France,1/1/95,52.98,55.06,1.74,1.60E+12,26614450,77.75,0.07,50173.4,59543659,465529998.8,23.75,490359985.4
1122,GAB,Gabon,1/1/95,90.57,7.9,4.88,4958845906,325621,60.7,29.18,10842.71,1121964,17139999.39,159.05,13489999.77
1123,GBR,United Kingdom,1/1/95,54.45,71.83,1.71,1.35E+12,28774443,76.84,0.55,44062.3,58019030,695559997.6,38.46,708039978
1124,GHA,Ghana,1/1/95,92.12,57.57,5.07,6465137615,7309646,56.57,12.82,1960.22,17438874,23489999.77,195.23,13409999.85
1125,GIN,Guinea,1/1/95,92.82,57.07,6.34,3693710533,2680002,49.87,15.16,732.63,7468347,21229999.54,271.89,10239999.77
1126,GNB,Guinea-Bissau,1/1/95,101.57,22.08,6.17,253966922.3,345629,48.95,26.06,1178.59,1117222,3319999.93,325.57,1549999.95
1127,GRC,Greece,1/1/95,47.23,71.09,1.28,1.37E+11,4485913,77.59,0.07,29529.84,10562153,103870002.7,46.61,104769996.6
1128,GTM,Guatemala,1/1/95,93.76,42.11,5.11,14655404433,3566441,64.2,1.61,3090.08,10286786,31309999.47,197.99,14729999.54
1129,GUY,Guyana,1/1/95,66.62,5.6,3.07,621626785.9,282857,63.14,33.59,5140.57,751689,11000000,140,3609999.9
1130,HND,Honduras,1/1/95,91.3,31.1,4.76,5347445005,2121835,67.14,2.45,3302.32,5812832,18899999.62,123.78,13010000.23
1131,HTI,Haiti,1/1/95,83.6,57.69,4.88,2813313279,2888417,55.55,1.23,597.51,7627316,5920000.08,280.64,5849999.91
1132,HUN,Hungary,1/1/95,47.92,68.76,1.57,46425677734,4150987,69.79,0.54,27768.21,10328965,74300003.05,106.48,72650001.53
1133,IDN,Indonesia,1/1/95,60.07,23.72,2.8,2.02E+11,88673401,65.24,5.51,4392.26,198140162,1339099976,145.9,586500000
1134,IND,India,1/1/95,69.5,60.86,3.65,3.60E+11,333111271,60.6,2.53,3072.88,964279129,1223650024,253.86,1440609985
1135,IRL,Ireland,1/1/95,55.31,63.71,1.84,69139823232,1549472,75.47,0.1,36931.4,3608841,57599998.47,32.81,60069999.69
1136,IRQ,Iraq,1/1/95,90.5,20.81,5.4,12894029888,4961875,66.46,22.64,16769.24,20948858,130399993.9,165.41,130520004.3
1137,ITA,Italy,1/1/95,45.84,52.13,1.19,1.17E+12,22924712,78.17,0.06,34040.48,56844303,457850006.1,40.68,492359985.4
1138,JAM,Jamaica,1/1/95,72.13,45.89,2.88,6577523825,1125457,71.55,2.48,15690.18,2509372,10760000.23,58.78,10390000.34
1139,JOR,Jordan,1/1/95,77.3,12.62,4.66,6727597032,1033874,70.87,0.08,12590.67,4458195,23290000.92,106.18,23290000.92
1140,JPN,Japan,1/1/95,44,14.93,1.42,5.55E+12,67146853,79.54,0.02,47580.2,125472000,1201329956,17.01,1280000000
1141,KAZ,Kazakhstan,1/1/95,59.38,80.45,2.26,20374302652,7813445,63.5,7.34,36430.83,15816243,220500000,165.91,221279998.8
1142,KEN,Kenya,1/1/95,99.27,47.82,5.37,9046326060,10229142,55.62,7.29,1503.76,26878347,29680000.31,156.93,34009998.32
1143,KHM,Cambodia,1/1/95,93.6,25.89,4.82,3441205693,4797344,56.31,8.33,568.52,10919528,27340000.15,292.88,18639999.39
1144,KWT,Kuwait,1/1/95,50.86,7.97,3.05,27191353887,752419,75.54,39.32,90954.09,1655222,53810001.37,78.32,53830001.83
1145,LBN,Lebanon,1/1/95,65.29,59.53,2.78,11718795528,1137458,72.04,0.01,13479.63,3959640,15500000,87.24,15489999.77
1146,LKA,Sri Lanka,1/1/95,56.21,37.09,2.3,13029697561,7082438,72.26,0.39,2241.13,18242917,31370000.84,110.69,26719999.31
1147,MAR,Morocco,1/1/95,70.29,68.9,3.33,39030285468,8543573,64.74,0.47,3851.71,26599048,37830001.83,122.81,42720001.22
1148,MEX,Mexico,1/1/95,69.21,54.63,3.04,3.60E+11,33994827,71.65,3.43,15647.72,89969572,471420013.4,78.95,446880004.9
1149,MKD,North Macedonia,1/1/95,50.91,50.61,2.13,4707036096,824973,71.85,0.56,14441.31,1983964,11819999.69,191.45,11810000.42
1150,MLT,Malta,1/1/95,49.51,34.38,1.77,3461332685,147591,77.29,0,25775.02,377419,2630000.11,39.41,2630000.11
1151,MNG,Mongolia,1/1/95,73.74,76.56,2.79,1452165005,867215,60.61,12.67,18526.11,2330334,32250000,274.54,27909999.85
1152,MOZ,Mozambique,1/1/95,87.73,46.23,5.9,2899922842,7349920,46.04,19.49,390.28,15594830,85599998.47,238.98,20629999.16
1153,MRT,Mauritania,1/1/95,89.43,38.58,5.85,2091731421,613873,60.26,3.8,5873.27,2380341,7480000.02,198.51,7079999.92
1154,MUS,Mauritius,1/1/95,50.23,51.23,2.14,4040345933,482900,70.33,0.01,8915.21,1122457,2759999.99,66.76,2779999.97
1155,MYS,Malaysia,1/1/95,64.16,21.2,3.32,88705342903,7995410,72.38,13.08,19762.3,20136888,232309997.6,81.27,115779998.8
1156,NAM,Namibia,1/1/95,83.1,47.15,4.43,3978497753,506738,58.63,0.81,5896.21,1605370,20049999.24,193.98,9470000.27
1157,NER,Niger,1/1/95,95.89,28.42,7.78,2302537682,4125677,45.77,9.73,411.67,9813918,21370000.84,314.94,15560000.42
1158,NGA,Nigeria,1/1/95,89.09,71.77,6.27,44062465800,36656320,45.49,20.55,2240.94,108187610,294619995.1,232.02,246080001.8
1159,NIC,Nicaragua,1/1/95,86.31,37.83,3.78,4140470000,1546502,65.61,1.99,2768.96,4721929,29059999.47,120.28,9409999.85
1160,NLD,Netherlands,1/1/95,46.33,58.18,1.53,4.52E+11,7465688,77.4,0.25,63117.93,15459006,218669998.2,39.11,217199996.9
1161,NOR,Norway,1/1/95,54.84,3.09,1.87,1.52E+11,2211446,77.74,4.96,116713.12,4359184,33060001.37,19.07,48110000.61
1162,NPL,Nepal,1/1/95,81.56,29.31,4.79,4401104418,5417905,59.32,1.39,379.12,22305571,23000000,305.47,23989999.77
1163,NZL,New Zealand,1/1/95,52.81,56.87,1.99,63918703507,1829260,76.73,1.4,58387.16,3673400,47659999.85,10.53,73540000.92
1164,PAK,Pakistan,1/1/95,91.88,46.73,5.89,60636022423,35773890,59.88,0.85,3085.09,133117476,207990005.5,261.56,199940002.4
1165,PAN,Panama,1/1/95,63.68,28.68,2.85,9573813700,1102437,72.39,0.24,23018.55,2716067,15760000.23,43.76,9760000.23
1166,PER,Peru,1/1/95,70.27,17.58,3.32,53312793687,9654603,67.64,3.2,5475.88,24449055,112069999.7,82.24,52189998.63
1167,PNG,Papua New Guinea,1/1/95,77.14,2.06,4.78,4636057476,1936312,61.05,26.8,2852.45,4616439,45470001.22,287.15,13310000.42
1168,POL,Poland,1/1/95,51.22,60.8,1.62,1.42E+11,17500980,71.89,1.09,28871.49,38594998,390209991.5,110.92,403420013.4
1169,PRT,Portugal,1/1/95,48.94,42.89,1.41,1.18E+11,4795957,75.31,0.28,24196.69,10026176,68089996.34,28.72,66559997.56
1170,PRY,Paraguay,1/1/95,81.87,36.92,4.11,9062131475,1909573,69.01,2.64,22103.84,4603917,73580001.83,83.35,30739999.77
1171,ROU,Romania,1/1/95,48.36,64.48,1.33,37435317265,12086486,69.46,2.4,24621.64,22684270,157380004.9,127.1,156669998.2
1172,RWA,Rwanda,1/1/95,113.3,60.19,6.32,1293535011,1698315,39.97,12.58,603.41,5686897,4730000.02,321.85,1809999.94
1173,SAU,Saudi Arabia,1/1/95,70.06,67.35,4.95,1.43E+11,5926861,71.01,29.98,59823.93,18888857,288630004.9,148.84,288630004.9
1174,SDN,Sudan,1/1/95,99.94,54.56,5.79,13829744879,6290200,51.99,0.04,825.63,23290602,82870002.75,264.88,61389999.39
1175,SGP,Singapore,1/1/95,36.12,1.79,1.67,87810991957,1797715,76.3,0,109750.08,3524506,47930000.31,45.35,47979999.54
1176,SLE,Sierra Leone,1/1/95,89.03,38.93,6.56,870758739.4,1582742,42.72,15.89,825.47,4324149,6860000.13,275.01,3430000.07
1177,SLV,El Salvador,1/1/95,77.65,66.39,3.58,8921947100,2137200,66.33,0.78,4320.76,5748195,10470000.27,88.68,9380000.11
1178,SWE,Sweden,1/1/95,57.13,8.02,1.73,2.67E+11,4528612,78.74,0.4,74491.85,8826939,75089996.34,13.5,73209999.08
1179,SWZ,Eswatini,1/1/95,99.02,71.05,4.49,1698982438,269775,56.15,4.12,4577.24,953573,2119999.89,193.88,2210000.04
1180,TCD,Chad,1/1/95,104.29,38.48,7.29,1445919970,2561717,46.71,14.22,105.97,6888856,35209999.08,277.23,25709999.08
1181,TGO,Togo,1/1/95,88.91,60.12,5.65,1309382885,1416704,54.04,12.63,835.59,4279566,5909999.85,231.3,3200000.05
1182,THA,Thailand,1/1/95,46.47,41.52,1.9,1.69E+11,32441917,70.95,0.63,10355.08,59424834,246289993.3,100.76,232029998.8
1183,TJK,Tajikistan,1/1/08,68.87,33.77,3.39,5161337336,1959738,67.69,0.92,8418.2,7324627,8670000.08,202.94,9020000.46
1184,TKM,Turkmenistan,1/1/09,52.79,72.79,2.77,20214385965,1786859,67.96,29.71,44702.37,5180957,104870002.7,105.87,105040000.9
1185,TON,Tonga,1/1/95,81.35,45.83,4.45,208871665.7,35673,68.17,0.07,4650.36,99977,259999.99,103.97,259999.99
1186,TUN,Tunisia,1/1/95,65.1,60.17,2.67,18030876599,2946813,71.99,2.79,6736.64,9294102,23020000.46,88.25,23930000.31
1187,TZA,Tanzania,1/1/95,93.4,37.31,5.87,5255221425,14418306,50.79,14.05,466.9,30560071,104120002.7,212.88,45759998.32
1188,UGA,Uganda,1/1/95,108.06,60.67,6.92,5755818947,7273738,46.57,19.51,347.49,20680831,32150001.53,231.29,16079999.92
1189,UKR,Ukraine,1/1/95,51.56,72.24,1.4,48214751924,23948276,66.74,2.42,36226.19,51512800,447549987.8,118.85,495959991.5
1190,URY,Uruguay,1/1/95,58.97,85.35,2.4,19297663097,1429263,73.9,0.45,11284.82,3208300,19250000,28.69,32470001.22
1191,VUT,Vanuatu,1/1/95,93.52,13.54,4.77,249333250.1,65671,67.89,0.94,1240.55,170612,560000,297.33,560000
1192,ZAF,South Africa,1/1/95,75.22,80.39,3.17,1.72E+11,16733331,62.26,3.65,25406.13,43986084,361109985.4,107.93,354339996.3
1193,ZMB,Zambia,1/1/95,104.67,28.87,6.24,3807067122,2636253,45.55,7.23,3421.59,8684135,58680000.31,238.23,26590000.15
1194,ZWE,Zimbabwe,1/1/95,95.64,35.83,4.15,7111270700,3958602,50.53,8.54,4794.39,10994041,39799999.24,151.11,29200000.76
1195,ALB,Albania,1/1/96,62.01,41.28,2.62,3199641336,1343448,74.59,1.25,7645.64,3168033,7289999.96,121.18,7090000.15
1196,ARG,Argentina,1/1/96,62.63,46.82,2.78,2.72E+11,15564039,73.31,1.63,18567.78,35389362,319299987.8,41.71,271989990.2
1197,AUS,Australia,1/1/96,50.11,60.56,1.8,4.01E+11,9101630,78.08,2.07,65239.77,18224767,557469970.7,10.48,500980011
1198,AUT,Austria,1/1/96,49.14,36.03,1.45,2.37E+11,3851512,76.87,0.14,46180.23,7959017,67860000.61,38.22,81330001.83
